Price Date,Odisha_Brinjal_Balasore,Odisha_Brinjal_Bargarh,Odisha_Brinjal_Dhenkanal,Odisha_Brinjal_Ganjam,Odisha_Brinjal_Kalahandi,Odisha_Brinjal_Nayagarh,MadhyaPradesh_Soyabean_Ashoknagar,MadhyaPradesh_Soyabean_Chhindwara,MadhyaPradesh_Soyabean_Dewas,MadhyaPradesh_Soyabean_Guna,MadhyaPradesh_Soyabean_Harda,MadhyaPradesh_Soyabean_Indore,MadhyaPradesh_Soyabean_Khandwa,MadhyaPradesh_Soyabean_Khargone,MadhyaPradesh_Soyabean_Mandsaur,MadhyaPradesh_Soyabean_Raisen,MadhyaPradesh_Soyabean_Rajgarh,MadhyaPradesh_Soyabean_Sagar,MadhyaPradesh_Soyabean_Sehore,MadhyaPradesh_Soyabean_Shajapur,MadhyaPradesh_Soyabean_Shivpuri,MadhyaPradesh_Soyabean_Tikamgarh,MadhyaPradesh_Soyabean_Ujjain,MadhyaPradesh_Soyabean_Vidisha,Odisha_Rice_Balasore
01-03-2022,1255.357143,1388.333333,2386.827957,2426.666667,1994.117647,2022.413793,6766.5,7115.928571,7040.459195,6630.138889,7240.416667,7332.397436,6987.286667,7088.297619,6960.885417,6790.427083,7132.970476,6904.081381,7141.061111,6835.239484,7020.134058,7098.433333,7299.961538,6827.069565,1255.357143
01-04-2022,2237.5,1326.923077,3633.333333,2659.444444,1953.125,2888.888889,6606.921053,7019.731481,7046.896667,6467.65873,7170.6625,7133.684783,7151.442308,7163.010417,7175.079365,7081.583333,7161.797516,6870.747701,7368.756481,6787.434667,7138.107639,7074.676471,7378.292667,6964.157576,2237.5
01-05-2022,2600,1874.712644,2776.111111,2268,3950,1446.153846,6201.833333,6401.472222,6559.277011,6513.309028,6621.708333,6548.666667,6485.186667,6554.137931,6661.21875,6132.8125,6541.783377,6573.675992,6804.165833,6557.680612,5905.512346,6810.2,6659.837931,6540.701667,2600
01-06-2022,2037.5,2066.111111,3085,2322.02381,3866.666667,2175,5873.564394,6069.336538,6242.567222,6123.234524,6294.778986,6377.551282,6216.378205,6125.612069,6035.900725,6001.034091,6253.413123,6175.12619,6437.454487,6263.224854,6129.566667,6173.333333,6474.356897,6194.414103,2037.5
01-07-2022,2275,1569.354839,3682.5,3318.965517,3080,2996.153846,5779.264706,5781.264881,5758.683333,5770.799383,6051.435606,5778.689103,5917.270833,5815.806548,5472.82971,5739.121212,5928.683627,5725.268225,6014.122464,5806.850294,5738.153205,5763.75,5981.657527,5832.026,2275
01-08-2022,2598.275862,1587.096774,4825,3371.83908,3586.363636,4400,5557.236842,5682.641667,5696.492473,5670.6625,5718.55,5811.574405,5816.637681,5706.424359,5355.520833,5612.518519,5784.806,5673.470873,5866.80303,5786.166347,5008.001984,5665.285714,5810.618968,5604.739583,2598.275862
01-09-2022,2402.173913,2016.833333,3961.666667,3706.111111,4023.333333,2785.185185,4686.829365,4927.452381,4742.271018,4659.89,4731.618056,4827.416667,4815.916667,4725.447531,4792.172464,4697.4375,4876.910943,4758.526367,4842.030769,4922.90004,4100.85,4000,4866.463333,4615.855769,2402.173913
01-10-2022,2593.103448,2391.989247,3939.516129,3602.97619,3194.736842,3393.75,4294.586667,4871.03125,4491.159601,4435.857333,4602.223333,4518.430556,4646.302469,4573.275143,4552.05619,4467.236842,4592.118666,4472.701969,4701.734762,4631.153139,3717.997436,4541.821429,4585.006452,4427.102667,2593.103448
01-11-2022,1781.25,1983.777778,2821.944444,2737.037037,3058.823529,1998.148148,5133.418939,5375.804348,5268.621429,5044.574713,5255.227778,5299.053571,5228.809524,5301.797126,5184.09185,4977.791667,5168.828749,5140.095096,5285.595619,5225.568314,4367.819444,5231.15,5237.139444,5063.301238,1781.25
01-12-2022,1520,1488.172043,2156.451613,2009.677419,2040.909091,1727.586207,5153.075,5241.426667,5253.519892,5065.425595,5173.997126,5331.978395,5230.586022,5158.757222,5162.135185,5043.613333,5167.784277,5097.329912,5301.709278,5229.154211,4089.472024,5116.24,5314.000538,5122.75119,1520
01-01-2023,1580.092593,1540.322581,2517.741935,2462.5,2105.263158,1830.357143,5186.798551,5193.99359,5304.689862,5176.358974,5255.323333,5362.076389,5282.241935,5257.981034,5233.362963,5153.465278,5244.49093,5155.7143,5340.777778,5264.495801,4182.905333,4684.71875,5379.624731,5158.177083,1580.092593
01-02-2023,1210,1948.214286,2364.285714,2273.076923,2042.307692,1214,5082.607143,5139.121795,5236.161905,5071.638889,5177.176667,5225.657051,5228.261905,5142.525333,5134.772667,5030.545455,5149.909906,5030.679218,5253.470513,5208.735417,4323.815278,5002.214286,5292.906378,5140.3375,1210
01-03-2023,1796.296296,1848.387097,2295.16129,1901.954023,2761.111111,1453.448276,4993.009259,4975.9375,5097.213889,4923.136364,5063.944444,5095.93,5073.774194,4979.107639,5035.794737,4864.675439,4972.985823,4967.180357,5155.606818,5033.222632,4515.513194,4910.857143,5126.074603,4990.563333,1796.296296
01-04-2023,2251.25,1628.944444,2651.666667,2133.908046,2215.625,1271.428571,4891.472222,5070.069444,5095.685256,5015.194444,5125.530702,5181.306818,5145.089744,5007.115942,5163.319444,4824.458333,5097.132653,5022.789652,5209.941176,5075.388413,4016.451449,5067.857143,5162.914903,5003.391228,2251.25
01-05-2023,2240.909091,1604.623656,3059.677419,2475.595238,2214.285714,2255.747126,4889.642857,4860.409091,4992.464943,4928.666667,4930.128205,5119.993827,5000.589286,4846.617816,5067.524638,4612.4,4951.133418,4997.144231,5136.43254,4941.690553,3801.433642,4893.75,5143.400411,4904.408642,2240.909091
01-06-2023,2646.428571,1852.222222,3748.333333,2533.333333,3800,2525.925926,4824.923077,4807.286667,4894.203889,4846.478395,4893.527778,4919.966049,4923.410714,4824.734444,4923.98,4566.615942,4891.117735,4832.54828,5017.500667,4892.056984,3937.044551,4732.5,5004.515079,4762.3875,2646.428571
01-07-2023,3975,2869.569892,5898.387097,3820.591398,3716.666667,4518.518519,4707.061594,4758.534483,4805.474731,4715.595402,4779.326667,4866.632184,4756.572222,4714.905914,4738.19058,4640.902778,4753.334195,4700.101602,4846.428261,4715.358641,3966.246333,4566.666667,4746.846851,4699.49321,3975
01-08-2023,3046.666667,3105.277778,4796.774194,3966.833333,3598,4337.931034,4632.912698,4741.04,4799.012778,4675.766667,4745.813333,4811.953704,4828.962366,4731.464286,4771.147826,4589.128788,4743.507097,4665.818635,4819.654348,4763.917967,3969.881667,4665.0625,4744.362289,4750.857051,3046.666667
01-09-2023,2823.611111,2628.277778,3856.666667,3537.222222,2861.363636,3339.270833,4418.266667,4639.107143,4444.887931,4349.316667,4639.5,4417.202381,4588.483333,4341.730769,4575.47037,4500.357143,4428.729167,4511.808009,4564.080303,4651.059524,4153.317857,4468.714286,4559.621605,4544.175758,2823.611111
01-10-2023,3801.666667,2534.777778,4132.258065,3934.444444,4271.929825,3426.447368,4282.465217,4428.232639,4288.768587,4339.45641,4328.951923,4407.95977,4369.895062,4244.735407,4454.352627,4252.416667,4335.578175,4315.691626,4484.030754,4457.435672,3838.329294,4337.214286,4415.925485,4257.574603,3801.666667
01-11-2023,2170.277778,2418.444444,3535,3345.977011,2669.270833,2965.5,4706.651515,4940.425,4768.28733,4642.795,4797.223684,4849.955128,4758.6875,4605.069697,4748.40213,4530.645833,4801.008515,4675.88554,4881.052941,4817.643884,4057.67,4752.625,4856.251587,4669.015873,2170.277778
01-12-2023,2634.005376,2860.388889,4737.096774,3942.528736,2755.797101,4558.586957,4553.439782,4748.104167,4548.046121,4564.885802,4548.945652,4646.606322,4542.059615,4504.589785,4614.574048,4372.674603,4536.149662,4545.200147,4550.298457,4558.012709,4433.066,4571.7,4675.374675,4469.212743,2634.005376
01-01-2024,2442.222222,2153.387097,3405.172414,3360,2398.333333,2445.578947,4417.530303,4500.993056,4286.996352,4345.329861,4325.863095,4268.751396,4353.090212,4267.987222,4296.022016,4254.666667,4468.516047,4339.373045,4335.998495,4354.304045,4314.294,4242.5,4407.490862,4383.182422,2442.222222
01-02-2024,1569.109195,1763.095238,2312.068966,2764.197531,1784.666667,1800.809524,4221.268,4377.740741,4181.105056,4142.072917,4200.659615,4286.571749,4147.823077,4114.051786,4233.396463,3961.858333,4256.155599,4217.612436,4126.810531,4239.660763,4200.173611,4290.6,4282.606999,4185.702527,1569.109195
01-03-2024,1813.306452,2028.277778,3129.569892,3133.333333,1701.388889,2973.233333,4305.5375,4351.494048,4297.381643,4328.809524,4297.478205,4361.63869,4290.349559,4219.708333,4369.868651,4195.927083,4392.612236,4292.807264,4359.96004,4345.217361,4320.115152,4252.045455,4450.608451,4175.509325,1813.306452
01-04-2024,2362.946429,2522.126437,2836.666667,2666.049383,2036.111111,1160.825,4411.398148,4433.875,4488.298413,4467.631579,4468.448413,4404.200571,4449.185197,4337.826389,4562.111458,4251,4542.34568,4386.071417,4492.917262,4414.874614,4465.770455,4238.125,4567.778042,4481.678333,2362.946429
01-05-2024,2151.388889,2387.444444,2429.032258,2475.862069,2864.772727,1386.022727,4486.772727,4435.253205,4475.562968,4533.119565,4451.855732,4393.389327,4523.351149,4381.100575,4596.942641,4235.37963,4531.098555,4435.272306,4495.832189,4471.231219,4523.408667,4269.526316,4634.808041,4481.122321,2151.388889
01-06-2024,3442.307692,2358,4216.666667,2875.595238,2374.305556,3421.617647,4441.276515,4352.109195,4407.082363,4426.710286,4390.628667,4343.810794,4354.915969,4350.055556,4448.185498,4193.404762,4470.786714,4323.644813,4445.017378,4436.44183,4453.128381,4307.866667,4502.985139,4392.492754,3442.307692
01-07-2024,4147.826087,3139.301075,5493.548387,4065.555556,2701.333333,3703.809524,4326.529333,4296.459877,4234.122648,4293.731548,4299.529238,4321.672947,4263.798986,4223.151111,4337.980456,4168.763889,4364.102516,4235.643668,4270.117037,4331.371069,4310.639506,4195.5,4339.28184,4287.625763,4147.826087
01-08-2024,4162.962963,5227.419355,5829.032258,5040.229885,3021.212121,5952.928571,4246.670455,4164.761905,4133.62235,4230.094203,4133.865873,4178.476658,4199.149559,4111.753086,4250.854906,4059.293651,4209.258256,4148.601602,4264.329382,4157.707098,4162.314493,4094.543478,4186.674603,4085.518737,4162.962963
01-09-2024,3491.37931,3450.388889,4108.333333,3780.45977,3395.634921,2899.235294,4410.89375,4440.206349,4333.822742,4379.738095,4435.044,4333.8672,4253.598512,4277.788333,4387.658333,4298.359848,4462.521973,4448.261428,4442.023762,4426.932267,4384.067361,4209.0625,4458.668972,4286.25303,3491.37931
01-10-2024,4286.206897,4149.833333,5253.225806,4914.942529,4507.608696,4214.2,4184.19089,4167.916667,4072.749666,4262.602143,4189.303755,4125.284101,4091.931439,4001.332145,4266.757226,4122.870616,4229.758643,4203.332811,4215.491625,4214.949293,4238.586855,4175.686232,4217.269812,4100.115393,4286.206897
01-11-2024,3811.666667,3766.851852,4736.666667,4108.045977,3657.936508,4113.131579,4120.8079,4109.169872,4077.438159,4181.852706,4084.095833,4147.479379,4049.746032,4041.520493,4228.335136,4075.29631,4205.901031,4132.305672,4044.530464,4223.82002,4147.817063,4124.443333,4207.933946,4106.208712,3811.666667
01-12-2024,3126.724138,3420.632184,4283.870968,3447.222222,3282.142857,3021.157895,4007.892532,4006.862179,4019.686919,4075.976667,3944.334921,4132.229124,3967.447701,4035.847578,4153.353059,4029.893939,4160.765627,4057.393834,3988.765482,4100.20331,4059.913492,3950.18,4084.689373,4045.844991,3126.724138
